Estación,Provincia,Año,Mes,Precipitación,Temperatura máxima,Temperatura mínima,Presión atmosférica,Velocidad del viento,Nubosidad,Humedad relativa
Monte Cristi,Monte Cristi,2011,7,31.6,33.700000000000003,22.8,1014.5,16.899999999999999,4.0999999999999996,67.900000000000006
Monte Cristi,Monte Cristi,2011,9,7.9,33.799999999999997,21.8,1013.5,16.3,4.3,69.400000000000006
Monte Cristi,Monte Cristi,2012,10,41.4,32.6,22.4,1011.1,14.5,4.5,72
Monte Cristi,Monte Cristi,2012,12,171.5,29.3,20,,,,
Monte Cristi,Monte Cristi,2012,3,62.3,30,19.600000000000001,1017.2,18.3,2.9,66.099999999999994
Monte Cristi,Monte Cristi,2012,5,27,32,21.8,1014.3,15.4,4,68.8
Monte Cristi,Monte Cristi,2012,7,0,34.1,22.8,1015.9,19.100000000000001,2.9,66
Monte Cristi,Monte Cristi,2012,9,7.6,33.9,23.2,1014.4,15.6,3,69.2
Monte Cristi,Monte Cristi,2013,10,88.2,32.9,22.3,1012.5,12.3,4.0999999999999996,67.7
Monte Cristi,Monte Cristi,2013,12,4.4000000000000004,31.5,20.9,1016.1,14.3,2.2000000000000002,75.8
Monte Cristi,Monte Cristi,2013,3,45.8,29.2,20.3,1015.5,13.2,4.2,65.3
Monte Cristi,Monte Cristi,2013,5,66,32.200000000000003,22,1014.6,13.8,4.5,67.099999999999994
Monte Cristi,Monte Cristi,2013,7,28.4,33.299999999999997,22.9,1015.4,14.8,4.0999999999999996,64.5
Monte Cristi,Monte Cristi,2013,9,35,33.5,23.2,1011.9,13.3,4.4000000000000004,66.8
Monte Cristi,Monte Cristi,2014,10,50.5,33.200000000000003,23.1,,,3.6,69.7
Monte Cristi,Monte Cristi,2014,12,22.6,30.3,20.3,,,3.3,70.599999999999994
Monte Cristi,Monte Cristi,2014,3,67.400000000000006,31.1,21.4,1015.1,15.2,2.7,74.8
Monte Cristi,Monte Cristi,2014,5,27.5,32.4,22.5,1014.7,15,4.2,64.3
Monte Cristi,Monte Cristi,2014,7,29.6,34.299999999999997,24.2,,,3,64.2
Monte Cristi,Monte Cristi,2014,9,15.9,33.5,23.4,,,4,68
Monte Cristi,Monte Cristi,2015,10,114,33.700000000000003,24.3,,,,
Monte Cristi,Monte Cristi,2015,12,0.8,32.5,22.4,,,,
Monte Cristi,Monte Cristi,2015,3,14.9,30.7,20.9,1016.5,14.4,3,68.400000000000006
Monte Cristi,Monte Cristi,2015,5,110.2,33.1,23.6,1014.7,14.9,3.7,68
Monte Cristi,Monte Cristi,2015,7,6.1,34.1,24.7,1015.7,16,2.7,67.7
Monte Cristi,Monte Cristi,2015,9,7.4,34.4,24.6,1011.8,14.2,3.1,67.900000000000006
Monte Cristi,Monte Cristi,2016,10,172.9,33,23.9,1012.9,11.2,5.3,73.5
Monte Cristi,Monte Cristi,2016,12,90.1,30.6,21.5,1018.1,9.8000000000000007,2.8,73.099999999999994
Monte Cristi,Monte Cristi,2016,3,5.0999999999999996,31.4,21.9,1017.2,13.4,3,67.599999999999994
Monte Cristi,Monte Cristi,2016,5,231.6,32.299999999999997,23.1,1015.2,11.3,4.4000000000000004,69.3
Monte Cristi,Monte Cristi,2016,7,18,34.4,24.7,1015.2,14.7,3.2,65.3
Monte Cristi,Monte Cristi,2016,9,9.9,34.6,24.4,1016.6,12.9,2.6,67.2
Polo,Barahona,2011,10,278.89999999999998,27.6,17.600000000000001,,,,
Polo,Barahona,2011,12,28.5,27.2,,,,,
Polo,Barahona,2011,3,34.200000000000003,26.6,13.9,,,,
Polo,Barahona,2011,5,82.7,27.7,17.8,,,,
Polo,Barahona,2011,7,639.29999999999995,27.4,18.5,,,,
Polo,Barahona,2011,9,147.9,29.3,18.100000000000001,,,,
Polo,Barahona,2012,10,963.9,27.9,17.5,,,,
Polo,Barahona,2012,12,,,,,,,
Polo,Barahona,2012,3,106,26,14.8,,,,
Polo,Barahona,2012,5,196.3,27.2,18.2,,,,
Polo,Barahona,2012,7,154.9,27.9,19.2,,,,
Polo,Barahona,2012,9,33.5,29.6,17.5,,,,
Polo,Barahona,2013,10,196.1,28.9,17.5,,,,
Polo,Barahona,2013,12,176.2,26.2,14.4,,,,
Polo,Barahona,2013,3,24.9,25.7,14.8,,,,
Polo,Barahona,2013,5,352.5,27.3,21.9,,,,
Polo,Barahona,2013,7,375.1,27.7,18.7,,,,
Polo,Barahona,2013,9,41.5,29.9,18.5,,,,
Polo,Barahona,2014,10,6.7,30,15.5,,,,
Polo,Barahona,2014,12,17.399999999999999,27,13.7,,,,
Polo,Barahona,2014,3,84.2,27.2,15,,,,
Polo,Barahona,2014,5,199,26.9,17.8,,,,
Polo,Barahona,2014,7,213.8,27.7,18.3,,,,
Polo,Barahona,2014,9,226.6,28.2,18.2,,,,
Polo,Barahona,2015,10,149.4,29.4,17.600000000000001,,,,
Polo,Barahona,2015,12,330.8,25.7,15.7,,,,
Polo,Barahona,2015,3,23.4,27.5,15.7,,,,
Polo,Barahona,2015,5,124.6,28.6,17.3,,,,
Polo,Barahona,2015,7,135.80000000000001,29,17.8,,,,
Polo,Barahona,2015,9,91.7,30.2,18,,,,
Polo,Barahona,2016,10,516,28.2,18.3,,,,
Polo,Barahona,2016,12,68.8,26.6,14.7,,,,
Polo,Barahona,2016,3,103.7,26.5,0,,,,
Polo,Barahona,2016,5,318.7,27.1,18.8,,,,
Polo,Barahona,2016,7,137.6,28.1,18.600000000000001,,,,
Polo,Barahona,2016,9,94,29.1,17.2,,,,
Punta Cana,La Altagracia ,2011,10,,27.65,,,,,
Punta Cana,La Altagracia ,2011,12,,25.4,,,,,
Punta Cana,La Altagracia ,2011,3,,24.9,,,,,
Punta Cana,La Altagracia ,2011,5,,26.799999999999997,,,,,
Punta Cana,La Altagracia ,2011,7,,28.1,,,,,
Punta Cana,La Altagracia ,2011,9,,27.8,,,,,
Punta Cana,La Altagracia ,2012,10,,27.8,,,,,
Punta Cana,La Altagracia ,2012,12,,28.9,,,,,
Punta Cana,La Altagracia ,2012,3,,25.3,,,,,
Punta Cana,La Altagracia ,2012,5,,26.75,,,,,
Punta Cana,La Altagracia ,2012,7,,29.05,,,,,
Punta Cana,La Altagracia ,2012,9,,28.299999999999997,,,,,
Punta Cana,La Altagracia ,2013,10,,27.700000000000003,,,,,
Punta Cana,La Altagracia ,2013,12,,26.450000000000003,,,,,
Punta Cana,La Altagracia ,2013,3,,25.45,,,,,
Punta Cana,La Altagracia ,2013,5,,27.15,,,,,
Punta Cana,La Altagracia ,2013,7,,28.45,,,,,
Punta Cana,La Altagracia ,2013,9,,27.95,,,,,
Punta Cana,La Altagracia ,2014,10,,28.049999999999997,,,,,
Punta Cana,La Altagracia ,2014,12,,25.799999999999997,,,,,
Punta Cana,La Altagracia ,2014,3,,25.75,,,,,
Punta Cana,La Altagracia ,2014,5,,26.85,,,,,
Punta Cana,La Altagracia ,2014,7,,28.6,,,,,
Punta Cana,La Altagracia ,2014,9,,28.1,,,,,
Punta Cana,La Altagracia ,2015,10,,27.9,,,,,
Punta Cana,La Altagracia ,2015,12,,26.8,,,,,
Punta Cana,La Altagracia ,2015,3,,26.05,,,,,
Punta Cana,La Altagracia ,2015,5,,27.6,,,,,
Punta Cana,La Altagracia ,2015,7,,28.65,,,,,
Punta Cana,La Altagracia ,2015,9,,28.3,,,,,
Punta Cana,La Altagracia ,2016,10,,27.35,,,,,
Punta Cana,La Altagracia ,2016,12,,26.15,,,,,
Punta Cana,La Altagracia ,2016,3,,26.1,,,,,
Punta Cana,La Altagracia ,2016,5,,26.95,,,,,
Punta Cana,La Altagracia ,2016,7,,28.25,,,,,
Punta Cana,La Altagracia ,2016,9,,28.1,,,,,
Sabana de la Mar,Hato Mayor,2011,10,122.7,30.6,20.9,1011.4,,,82.7
Sabana de la Mar,Hato Mayor,2011,12,160.5,28.4,19.100000000000001,1014.6,,,80.099999999999994
Sabana de la Mar,Hato Mayor,2011,3,21,28.8,18.7,1015.3,,,70.5
Sabana de la Mar,Hato Mayor,2011,5,383.6,29.5,21.2,1012.6,,,79.7
Sabana de la Mar,Hato Mayor,2011,7,479.6,30.6,21.8,1013.7,,,79.400000000000006
Sabana de la Mar,Hato Mayor,2011,9,204,31.2,21.6,1012.3,,,82.8
Sabana de la Mar,Hato Mayor,2012,10,348,30.4,20.3,1010.8,11.7,,83.7
Sabana de la Mar,Hato Mayor,2012,12,171,28.4,,,,,
Sabana de la Mar,Hato Mayor,2012,3,177.2,28.2,18.600000000000001,1016,17.3,,77.599999999999994
Sabana de la Mar,Hato Mayor,2012,5,359.1,29.8,19.8,1013.5,12.4,,81.900000000000006
Sabana de la Mar,Hato Mayor,2012,7,291.39999999999998,30.8,21.3,1015.5,15.6,,81.599999999999994
Sabana de la Mar,Hato Mayor,2012,9,135.1,31.8,20.399999999999999,1013.4,12.6,,79.5
Sabana de la Mar,Hato Mayor,2013,10,311.8,31,21.7,1012.7,10,,83
Sabana de la Mar,Hato Mayor,2013,12,195.9,28.6,19.899999999999999,1015.8,15.1,,81.5
Sabana de la Mar,Hato Mayor,2013,3,73.2,28.9,19.899999999999999,1014.9,15.6,,74.599999999999994
Sabana de la Mar,Hato Mayor,2013,5,298.89999999999998,30.1,21.8,1013.3,14.2,,81.099999999999994
Sabana de la Mar,Hato Mayor,2013,7,106.4,30.4,22.3,1015.8,15.8,,81.599999999999994
Sabana de la Mar,Hato Mayor,2013,9,160.9,31.9,22.3,1012.2,12.6,,81.3
Sabana de la Mar,Hato Mayor,2014,10,91.3,31.6,21.5,,,,80.099999999999994
Sabana de la Mar,Hato Mayor,2014,12,106.6,28.4,19.100000000000001,,,,81.400000000000006
Sabana de la Mar,Hato Mayor,2014,3,49.4,29.4,19.100000000000001,,,,77.3
Sabana de la Mar,Hato Mayor,2014,5,200.9,,,,,,79.5
Sabana de la Mar,Hato Mayor,2014,7,63.6,32,22.5,,,,77.5
Sabana de la Mar,Hato Mayor,2014,9,339.3,27,21.7,,,,83.3
Sabana de la Mar,Hato Mayor,2015,10,147.30000000000001,32.4,21.4,,,,
Sabana de la Mar,Hato Mayor,2015,12,181.9,29.5,19.2,,,,
Sabana de la Mar,Hato Mayor,2015,3,63.3,28.9,19.5,1016.4,16.399999999999999,,76.900000000000006
Sabana de la Mar,Hato Mayor,2015,5,115.6,31.2,21.1,1015.7,14.4,,76.900000000000006
Sabana de la Mar,Hato Mayor,2015,7,41.9,32.299999999999997,22.1,1016.1,15.7,,76.900000000000006
Sabana de la Mar,Hato Mayor,2015,9,115.2,32.299999999999997,21.3,1012.4,10.6,,80.099999999999994
Sabana de la Mar,Hato Mayor,2016,10,357.9,31.7,20.100000000000001,1010.3,7.6,,83.9
Sabana de la Mar,Hato Mayor,2016,12,280.5,29.3,18.7,1015.8,10.3,,81.900000000000006
Sabana de la Mar,Hato Mayor,2016,3,163.69999999999999,29.1,19,1016,15.9,,77.3
Sabana de la Mar,Hato Mayor,2016,5,403.1,30.6,20.3,1014.1,10.6,,82.9
Sabana de la Mar,Hato Mayor,2016,7,145.19999999999999,31.7,21.5,1016.1,21.7,,81.099999999999994
Sabana de la Mar,Hato Mayor,2016,9,153.19999999999999,31.9,20.100000000000001,1013.7,10.7,,81.2
San José de Ocoa,San José de Ocoa,2011,10,84.6,30.9,20.6,,,,
San José de Ocoa,San José de Ocoa,2011,12,7.4,29.8,19.2,,,,
San José de Ocoa,San José de Ocoa,2011,3,6.1,31,18.3,,,,
San José de Ocoa,San José de Ocoa,2011,5,78.5,30.7,20.3,,,,
San José de Ocoa,San José de Ocoa,2011,7,232.7,31.4,21.5,,,,
San José de Ocoa,San José de Ocoa,2011,9,171.7,31.8,20.7,,,,
San José de Ocoa,San José de Ocoa,2012,10,678.6,31.1,20.5,,,,
San José de Ocoa,San José de Ocoa,2012,12,12,30.7,18.7,,,,
San José de Ocoa,San José de Ocoa,2012,3,47,30.9,18.899999999999999,,,,
San José de Ocoa,San José de Ocoa,2012,5,118.5,31.5,20.6,,,,
San José de Ocoa,San José de Ocoa,2012,7,29.2,34.6,22.6,,,,
San José de Ocoa,San José de Ocoa,2012,9,121.2,32.6,20.6,,,,
San José de Ocoa,San José de Ocoa,2013,10,207.3,31.5,19.8,,,,
San José de Ocoa,San José de Ocoa,2013,12,45.3,29.5,18.899999999999999,,,,
San José de Ocoa,San José de Ocoa,2013,3,21.4,30.3,18.7,,,,
San José de Ocoa,San José de Ocoa,2013,5,188.7,31.1,20.8,,,,
San José de Ocoa,San José de Ocoa,2013,7,86.2,32.200000000000003,21.5,,,,
San José de Ocoa,San José de Ocoa,2013,9,161.30000000000001,32.799999999999997,20.399999999999999,,,,
San José de Ocoa,San José de Ocoa,2014,10,42.6,32.9,19.8,,,,
San José de Ocoa,San José de Ocoa,2014,12,1,30.3,19.2,,,,
San José de Ocoa,San José de Ocoa,2014,3,14.8,30.7,18.7,,,,
San José de Ocoa,San José de Ocoa,2014,5,134.19999999999999,30.6,20.8,,,,
San José de Ocoa,San José de Ocoa,2014,7,79.2,32.799999999999997,22.2,,,,
San José de Ocoa,San José de Ocoa,2014,9,38.1,32.4,20.9,,,,
San José de Ocoa,San José de Ocoa,2015,10,90.2,32.700000000000003,21.1,,,,
San José de Ocoa,San José de Ocoa,2015,12,24.1,29.6,20.7,,,,
San José de Ocoa,San José de Ocoa,2015,3,42.7,30.7,19.5,,,,
San José de Ocoa,San José de Ocoa,2015,5,107.8,32.200000000000003,21.3,,,,
San José de Ocoa,San José de Ocoa,2015,7,29.2,33.6,22.7,,,,
San José de Ocoa,San José de Ocoa,2015,9,121.3,32.5,21.3,,,,
San José de Ocoa,San José de Ocoa,2016,10,147.30000000000001,30.3,20.6,,,,
San José de Ocoa,San José de Ocoa,2016,12,48.6,29.7,19.600000000000001,,,,
San José de Ocoa,San José de Ocoa,2016,3,48,30.519354839999998,19.661290319999999,,,,
San José de Ocoa,San José de Ocoa,2016,5,329.5,30.18709677,20.77419355,,,,
San José de Ocoa,San José de Ocoa,2016,7,22.1,33.409999999999997,22.65,,,,
San José de Ocoa,San José de Ocoa,2016,9,103.6,32.746666670000003,21.443333330000002,,,,
Santiago,Santiago,2011,10,75.400000000000006,32.1,21.6,992.7,9,4.9000000000000004,85.5
Santiago,Santiago,2011,12,71.2,29,18.100000000000001,996.3,6.7,4.2,85.2
Santiago,Santiago,2011,3,8.1999999999999993,30.3,17.100000000000001,967.3,8.6,3.5,77.7
Santiago,Santiago,2011,5,196.7,30.7,21,993.6,7.6,5.4,85.6
Santiago,Santiago,2011,7,225.2,31.8,22.2,995.4,13,5.3,87.7
Santiago,Santiago,2011,9,71.3,32.9,22.1,993.6,8.5,4.9000000000000004,85
Santiago,Santiago,2012,10,137.30000000000001,32.200000000000003,21.8,991.9,9.6999999999999993,5,85.6
Santiago,Santiago,2012,12,137.1,28.9,18.7,995.8,7.9,4.2,87.5
Santiago,Santiago,2012,3,246.2,29.6,18.100000000000001,997.1,9.8000000000000007,4.5,83.6
Santiago,Santiago,2012,5,100,32.200000000000003,21.9,994.4,14.4,5.0999999999999996,82.1
Santiago,Santiago,2012,7,106.8,33.700000000000003,22.7,996.6,14.1,4.4000000000000004,80.5
Santiago,Santiago,2012,9,127.9,33.700000000000003,21.9,994.8,9.4,3.8,81
Santiago,Santiago,2013,10,84,32.6,21.4,993.7,8.6,4.7,84.3
Santiago,Santiago,2013,12,112.3,29.4,19.100000000000001,997.4,9,4,87.4
Santiago,Santiago,2013,3,42.9,30.6,19.600000000000001,995.9,11.1,5.0999999999999996,78.599999999999994
Santiago,Santiago,2013,5,261.89999999999998,31.9,21.2,995.8,10.8,5.7,86.7
Santiago,Santiago,2013,7,149.5,31.8,22.2,996.9,12.8,5.0999999999999996,84
Santiago,Santiago,2013,9,181.9,32.9,22,993.3,8.4,4.9000000000000004,84.3
Santiago,Santiago,2014,10,63.4,33,21.2,993.4,8.3000000000000007,4.2,81.3
Santiago,Santiago,2014,12,39,29,18.399999999999999,967.3,8.4,4.5,86.1
Santiago,Santiago,2014,3,64.599999999999994,31.3,19,995.7,10.9,3.8,78
Santiago,Santiago,2014,5,142.80000000000001,31.2,21.1,995.7,11.9,5.0999999999999996,82.4
Santiago,Santiago,2014,7,63.9,34.1,22.7,997.3,16.5,4.4000000000000004,78.5
Santiago,Santiago,2014,9,160,32.5,21.8,994.9,11.2,4.9000000000000004,83.6
Santiago,Santiago,2015,10,68,34,22.1,993,10.4,5,77.3
Santiago,Santiago,2015,12,105.4,29.7,20.9,996.9,13.1,5,85.6
Santiago,Santiago,2015,3,71.900000000000006,29.9,18.899999999999999,997.8,10.6,4.3,80.8
Santiago,Santiago,2015,5,66.7,33,21.3,996.4,14.8,4.9000000000000004,74.3
Santiago,Santiago,2015,7,4.2,34.299999999999997,22.5,997.2,16.7,4.3,73
Santiago,Santiago,2015,9,66.7,34.6,22.4,993.4,11.5,4.5999999999999996,76.900000000000006
Santiago,Santiago,2016,10,170.1,31.5,22.2,991.5,9.1999999999999993,5.9,86.9
Santiago,Santiago,2016,12,119.1,29.2,19.600000000000001,997.5,8.3000000000000007,4.3,89.1
Santiago,Santiago,2016,3,25.3,31.2,19.5,997.2,14,4.3,78.599999999999994
Santiago,Santiago,2016,5,86.2,31.8,21.8,995.6,13.4,5.5,81.8
Santiago,Santiago,2016,7,72.099999999999994,33.200000000000003,22.8,997.2,13.8,4.7,79.900000000000006
Santiago,Santiago,2016,9,118.2,32.799999999999997,22.2,995.3,11.2,4.5,82.2
Villa Altagracia,San Cristóbal,2011,10,61.7,,19.8,,,,
Villa Altagracia,San Cristóbal,2011,12,17.5,,19.600000000000001,,,,
Villa Altagracia,San Cristóbal,2011,3,11.7,,18.899999999999999,,,,
Villa Altagracia,San Cristóbal,2011,5,141.69999999999999,,19.899999999999999,,,,
Villa Altagracia,San Cristóbal,2011,7,227.5,,20,,,,
Villa Altagracia,San Cristóbal,2011,9,147,,19.8,,,,
Villa Altagracia,San Cristóbal,2012,10,333.4,,22.1,,,,
Villa Altagracia,San Cristóbal,2012,12,86.2,,20.100000000000001,,,,
Villa Altagracia,San Cristóbal,2012,3,88.4,,19.600000000000001,,,,
Villa Altagracia,San Cristóbal,2012,5,345.6,,20.5,,,,
Villa Altagracia,San Cristóbal,2012,7,159.9,,23.1,,,,
Villa Altagracia,San Cristóbal,2012,9,147.5,,22.5,,,,
Villa Altagracia,San Cristóbal,2013,10,76.7,33,21.8,,,,
Villa Altagracia,San Cristóbal,2013,12,95,30.3,20.2,,,,
Villa Altagracia,San Cristóbal,2013,3,60.3,30.7,20.3,,,,
Villa Altagracia,San Cristóbal,2013,5,327.10000000000002,31.7,21.9,,,,
Villa Altagracia,San Cristóbal,2013,7,370.5,31.6,22.3,,,,
Villa Altagracia,San Cristóbal,2013,9,63.7,33.9,22.9,,,,
Villa Altagracia,San Cristóbal,2014,10,81.7,34.200000000000003,21.2,,,,
Villa Altagracia,San Cristóbal,2014,12,39,30.5,19,,,,
Villa Altagracia,San Cristóbal,2014,3,19.8,32.5,19.8,,,,
Villa Altagracia,San Cristóbal,2014,5,280.8,31.7,21.1,,,,
Villa Altagracia,San Cristóbal,2014,7,179.2,33.799999999999997,22.2,,,,
Villa Altagracia,San Cristóbal,2014,9,190.5,32.799999999999997,21.2,,,,
Villa Altagracia,San Cristóbal,2015,10,143.1,34,20.8,,,,
Villa Altagracia,San Cristóbal,2015,12,257.39999999999998,31,19.100000000000001,,,,
Villa Altagracia,San Cristóbal,2015,3,58.1,32,19,,,,
Villa Altagracia,San Cristóbal,2015,5,126.7,33,20.5,,,,
Villa Altagracia,San Cristóbal,2015,7,78.3,34,21.2,,,,
Villa Altagracia,San Cristóbal,2015,9,84.9,34,21.1,,,,
Villa Altagracia,San Cristóbal,2016,10,578.20000000000005,32.1,20.2,,,,
Villa Altagracia,San Cristóbal,2016,12,158.30000000000001,29.4,19.2,,,,
Villa Altagracia,San Cristóbal,2016,3,101.5,32,18.600000000000001,,,,
Villa Altagracia,San Cristóbal,2016,5,434.7,31.6,19.3,,,,
Villa Altagracia,San Cristóbal,2016,7,234.6,33,19.5,,,,
Villa Altagracia,San Cristóbal,2016,9,161.1,33.6,20.399999999999999,,,,
Villa Vásquez,Monte Cristi,2011,10,,,79.7,,,,
Villa Vásquez,Monte Cristi,2011,12,,,36.799999999999997,,,,
Villa Vásquez,Monte Cristi,2011,3,,,64.5,,,,
Villa Vásquez,Monte Cristi,2011,5,,,47.9,,,,
Villa Vásquez,Monte Cristi,2011,7,,,127.2,,,,
Villa Vásquez,Monte Cristi,2011,9,,,55.1,,,,
Villa Vásquez,Monte Cristi,2012,10,,,70.5,,,,
Villa Vásquez,Monte Cristi,2012,12,,,93.5,,,,
Villa Vásquez,Monte Cristi,2012,3,,,65.3,,,,
Villa Vásquez,Monte Cristi,2012,5,,,114.9,,,,
Villa Vásquez,Monte Cristi,2012,7,,,36,,,,
Villa Vásquez,Monte Cristi,2012,9,,,0,,,,
Villa Vásquez,Monte Cristi,2013,10,,,101.3,,,,
Villa Vásquez,Monte Cristi,2013,12,,,,,,,
Villa Vásquez,Monte Cristi,2013,3,,,38.299999999999997,,,,
Villa Vásquez,Monte Cristi,2013,5,,,199.7,,,,
Villa Vásquez,Monte Cristi,2013,7,,,27.2,,,,
Villa Vásquez,Monte Cristi,2013,9,,,0,,,,
Villa Vásquez,Monte Cristi,2014,10,,,122,,,,
Villa Vásquez,Monte Cristi,2014,12,,,12.1,,,,
Villa Vásquez,Monte Cristi,2014,3,,,90.8,,,,
Villa Vásquez,Monte Cristi,2014,5,,,198.5,,,,
Villa Vásquez,Monte Cristi,2014,7,,,9.1999999999999993,,,,
Villa Vásquez,Monte Cristi,2014,9,,,86.9,,,,
Villa Vásquez,Monte Cristi,2015,10,,,8.9,,,,
Villa Vásquez,Monte Cristi,2015,12,,,20.7,,,,
Villa Vásquez,Monte Cristi,2015,3,,,18.8,,,,
Villa Vásquez,Monte Cristi,2015,5,,,150.5,,,,
Villa Vásquez,Monte Cristi,2015,7,,,16.600000000000001,,,,
Villa Vásquez,Monte Cristi,2015,9,,,8.1,,,,
Villa Vásquez,Monte Cristi,2016,10,,,212.2,,,,
Villa Vásquez,Monte Cristi,2016,12,,,45,,,,
Villa Vásquez,Monte Cristi,2016,3,,,2.2999999999999998,,,,
Villa Vásquez,Monte Cristi,2016,5,,,10.199999999999999,,,,
Villa Vásquez,Monte Cristi,2016,7,,,42.8,,,,
Villa Vásquez,Monte Cristi,2016,9,,,24,,,,
