Estación,Provincia,Año,Mes,Precipitación,Temperatura máxima,Temperatura mínima,Velocidad del viento,Humedad relativa,Presión atmosférica
Bayaguana,Monte Plata,2023,3,,32.4,18.8,12.4,65.3,1011.1
Bayaguana,Monte Plata,2023,5,78,33.1,22.3,10.9,74.2,1007.8
Bayaguana,Monte Plata,2023,7,347,33.799999999999997,23.5,10,78,1010.7
Bayaguana,Monte Plata,2023,9,156.6,34,23.1,10.5,78.3,1006.8
Cabrera,María Trinidad Sánchez,2023,10,213.6,33.6,26,2.7709677419354835,77.693548387096769,1009.8
Cabrera,María Trinidad Sánchez,2023,12,256,29.8,23.2,,80.564516129032256,1013.4225806451612
Cabrera,María Trinidad Sánchez,2023,3,37.200000000000003,30.1,23,,73.341935483870969,1015.448387096774
Cabrera,María Trinidad Sánchez,2023,5,82.9,32.5,25.4,25.925806451612896,77.719354838709677,1011.8870967741934
Cabrera,María Trinidad Sánchez,2023,7,96.4,33.9,26.9,7.5,76.477419354838716,1015.3967741935486
Cabrera,María Trinidad Sánchez,2023,9,76.400000000000006,34.299999999999997,26.4,3.2266666666666666,77.010000000000005,1011.1466666666666
Catey,Samaná,2023,10,270.3,27.3,23.9,9.6999999999999993,80.116129032258058,1011
Catey,Samaná,2023,12,,,,7.2,,1015.1
Catey,Samaná,2023,3,14.3,23.4,19,11.2,75.967741935483872,1015.7
Catey,Samaná,2023,5,190,26.6,23,9.9,79.193548387096769,1012.2
Catey,Samaná,2023,7,288.7,25.9,23.5,12.8,82.63333333333334,1016.4
Catey,Samaná,2023,9,268.39999999999998,26.6,23.9,8.8000000000000007,80.393333333333345,1012.2
Higüero,Santo Domingo,2023,10,40,34.5,22.9,6.8,77.3,1008.0596774193548
Higüero,Santo Domingo,2023,12,242.3,,20.3,7.2,84.2,1012.0241935483872
Higüero,Santo Domingo,2023,3,3,32.299999999999997,18.5,9.4,71.099999999999994,1013.6709677419352
Higüero,Santo Domingo,2023,5,346.8,32.299999999999997,22.3,8.1,77,1010.9709677419352
Higüero,Santo Domingo,2023,7,254.8,33.9,23.6,6.7,79,1013.4145161290322
Higüero,Santo Domingo,2023,9,106.3,34.200000000000003,23.3,6,77.900000000000006,1009.4100000000002
Jimaní,Independencia,2023,10,130.1,34.932258064516141,24.987096774193542,7.9903225806451612,76.900000000000006,1005.7193548387096
Jimaní,Independencia,2023,12,35.200000000000003,32.709677419354847,22.916129032258063,24.009540229885065,72.709677419354833,1009.0612903225806
Jimaní,Independencia,2023,3,3.6,34.241935483870968,22.835483870967742,9.7483870967741932,72.825806451612905,1011.0290322580644
Jimaní,Independencia,2023,5,169.62000000000003,34.819354838709678,24.693548387096779,9.7838709677419367,71.316129032258061,1008.5870967741934
Jimaní,Independencia,2023,7,19.3,36.796774193548387,26.180645161290325,11.374193548387099,67.264516129032259,1010.5
Jimaní,Independencia,2023,9,130.19999999999999,36.636666666666663,25.57,9.4899999999999984,69.2,1007
La Romana,La Romana,2023,10,152.4,33.299999999999997,23.8,6,83.9,1003.5
La Romana,La Romana,2023,12,78.8,30.3,20.7,8.8000000000000007,82.5,1007
La Romana,La Romana,2023,3,5.8,31.2,18.3,9.9,75.8,1009
La Romana,La Romana,2023,5,124.8,32.1,22.6,7.4,82.2,1013.5
La Romana,La Romana,2023,7,78.099999999999994,34.200000000000003,24.7,11.6,76,1015.5
La Romana,La Romana,2023,9,157.5,33.700000000000003,24.1,7.3,82.3,1004.9
Las Américas,Santo Domingo,2023,10,103.3,33.299999999999997,23.75,8.6,84.451612903225822,1009.4806451612905
Las Américas,Santo Domingo,2023,12,80.8,30.65,20.9,11.07,87.25,1013.5064516129032
Las Américas,Santo Domingo,2023,3,29,32,19.8,10.9,75.338709677419345,1015.2774193548388
Las Américas,Santo Domingo,2023,5,60.1,32.200000000000003,22.4,8.77,81.203225806451613,1012.4887096774194
Las Américas,Santo Domingo,2023,7,86.4,34.200000000000003,24,10.9,82.787096774193557,1014.6629032258064
Las Américas,Santo Domingo,2023,9,129.30000000000001,33.299999999999997,24.06,8.9,82.861290322580658,1010.4596774193548
Monte Cristi,Monte Cristi,2023,10,,,,10.5,71.400000000000006,1011.1
Monte Cristi,Monte Cristi,2023,12,,,,10.6,75.400000000000006,1015.2
Monte Cristi,Monte Cristi,2023,3,39.799999999999997,31.8,20.7,12.9,65.599999999999994,1017.5
Monte Cristi,Monte Cristi,2023,5,21.7,34.6,24.3,10.7,68.2,1013.8
Monte Cristi,Monte Cristi,2023,7,36.1,37.1,25.4,13.2,66.3,1015.3
Monte Cristi,Monte Cristi,2023,9,9.8000000000000007,37.299999999999997,25.4,11.8,68,1012.6
Punta Cana,La Altagracia,2023,10,193.8,32.5,23.8,9.8000000000000007,80.400000000000006,1010
Punta Cana,La Altagracia,2023,12,42.4,29.9,21.2,13.3,78.599999999999994,1015.7
Punta Cana,La Altagracia,2023,3,89.5,29.6,21.4,15.1,69.3,1015.6
Punta Cana,La Altagracia,2023,5,183.9,31.3,23.7,13.5,77.099999999999994,1012.9
Punta Cana,La Altagracia,2023,7,131.1,32.799999999999997,25.1,17.100000000000001,76.900000000000006,1015.2
Punta Cana,La Altagracia,2023,9,93.4,33,24.1,11,78.099999999999994,1011.4
Sabana de la Mar,Hato Mayor,2023,10,171.2,32.5,23.8,5.8,86.3,
Sabana de la Mar,Hato Mayor,2023,12,,,,,,
Sabana de la Mar,Hato Mayor,2023,3,10.3,29.8,19.3,9.8000000000000007,73.400000000000006,1017
Sabana de la Mar,Hato Mayor,2023,5,241,32,22.8,6.7,79.8,1013.5
Sabana de la Mar,Hato Mayor,2023,7,120.9,32,24.1,12.9,82.9,1015.5
Sabana de la Mar,Hato Mayor,2023,9,248.4,32.6,24.2,7,86,
Santiago,Santiago,2023,10,33.9,33.9,22.8,5.6,83.8,991.42333333333329
Santiago,Santiago,2023,12,,,19.600000000000001,5.6,88,995.9000000000002
Santiago,Santiago,2023,3,32.200000000000003,32.200000000000003,18,9.3000000000000007,75.8,996.55483870967748
Santiago,Santiago,2023,5,34.200000000000003,34.200000000000003,22,8.6,80,993.91612903225803
Santiago,Santiago,2023,7,34.9,34.9,23.2,11.1,78.099999999999994,996.85483870967744
Santiago,Santiago,2023,9,34.799999999999997,34.799999999999997,23,7.7,80.400000000000006,992.80000000000041
Santo Domingo,Santo Domingo,2023,10,75.2,34,25.7,7.5,79.900000000000006,1009.8
Santo Domingo,Santo Domingo,2023,12,67.2,31.2,22.7,2.1,86,1013.47
Santo Domingo,Santo Domingo,2023,3,10.7,32.4,22.8,8.3000000000000007,73.5,1015.4
Santo Domingo,Santo Domingo,2023,5,122.9,33,25.4,7.1,79.2,1013
Santo Domingo,Santo Domingo,2023,7,180.9,33.799999999999997,29.8,96.8,79.2,1015.1
Santo Domingo,Santo Domingo,2023,9,189.5,34.1,26.4,7.2,81,1011.3
Aeropuerto La Unión,Puerto Plata,2024,10,244.1,33.146666666666668,24.277419354838703,7.2,84.6,1011.4
Aeropuerto La Unión,Puerto Plata,2024,12,377.7000000000001,29.470967741935485,21.206451612903223,6.7,89.9,1014.2
Aeropuerto La Unión,Puerto Plata,2024,3,69,29.858064516129037,21.122580645161289,8.1999999999999993,84.8,1013.9645161290324
Aeropuerto La Unión,Puerto Plata,2024,5,100.3,31.322580645161292,19.479310344827589,7.9,86.348387096774189,1012.3258064516128
Aeropuerto La Unión,Puerto Plata,2024,7,35.1,32.383870967741942,22.980645161290319,9.6999999999999993,84.9,1014.9612903225808
Aeropuerto La Unión,Puerto Plata,2024,9,58.5,33.79,24.13225806451613,9.1999999999999993,84,1010.9266666666666
Arroyo Barril,Samaná,2024,10,2209,34.5,20.2,7.6,80.5741935483871,1009.9
Arroyo Barril,Samaná,2024,12,344.6,29.854838709677423,21.467741935483872,7.5,82.366666666666646,
Arroyo Barril,Samaná,2024,3,144.30000000000001,30.873333333333328,21.576666666666668,8.6999999999999993,79.958064516129028,1012.4
Arroyo Barril,Samaná,2024,5,348.5,35,22.5,6.9,82.19354838709674,1010.9
Arroyo Barril,Samaná,2024,7,252.7,32.36451612903226,24.264516129032252,8.9,80.529032258064518,1012.7
Arroyo Barril,Samaná,2024,9,163.69999999999999,34.5,23.4,7.9,80.186666666666667,1009.4
Barahona,Barahona,2024,10,95.8,33.187096774193549,23.658064516129027,14.6,77.099999999999994,1010.4
Barahona,Barahona,2024,12,,31.996774193548394,21.696774193548389,13.2,72.7,1012.4
Barahona,Barahona,2024,3,57.7,31.806451612903217,22.835483870967742,17.899999999999999,76.025806451612922,1015.3
Barahona,Barahona,2024,5,89.5,32.403225806451623,24.880645161290325,16,75.948387096774169,1013.6
Barahona,Barahona,2024,7,99.399999999999977,33.374193548387105,24.829032258064519,16.600000000000001,73.229032258064521,1013.6
Barahona,Barahona,2024,9,95.1,34.18,24.053333333333335,16,72.506666666666661,1011.1
Bayaguana,Monte Plata,2024,10,31.3,34.022580645161291,23.006451612903227,10.07096774193548,77.193548387096754,1006.9
Bayaguana,Monte Plata,2024,12,,,,,0,
Bayaguana,Monte Plata,2024,3,61.3,32.900000000000006,20.203225806451616,11.57096774193548,70.748387096774223,1009.6
Bayaguana,Monte Plata,2024,5,245.6,33.222580645161294,23.038709677419352,8.9129032258064509,79.099999999999994,1008.7
Bayaguana,Monte Plata,2024,7,133.29999999999995,33.529032258064518,23.664516129032258,10.948387096774193,78.896774193548396,1010.7
Bayaguana,Monte Plata,2024,9,181.3,34.22,23.126666666666669,9.0896551724137922,79.02000000000001,1006.1
Cabrera,María Trinidad Sánchez,2024,10,14.18,33.400000000000006,25.638709677419357,7.6,81.7,1114.4000000000001
Cabrera,María Trinidad Sánchez,2024,12,,,,,0,
Cabrera,María Trinidad Sánchez,2024,3,102.4,30.5741935483871,23.635483870967747,10,77.5,1014.2419354838712
Cabrera,María Trinidad Sánchez,2024,5,512.6,31.777419354838703,24.961290322580648,8.8000000000000007,81.5,1012.225806451613
Cabrera,María Trinidad Sánchez,2024,7,197.9,33.338709677419352,26.348387096774196,9.3000000000000007,82.8,1150.5999999999999
Cabrera,María Trinidad Sánchez,2024,9,4.7620689655172415,34.055172413793102,26.5,8.6,81.7,1088.8
Catey,Samaná,2024,10,213.7,29.913333333333338,,8.232258064516131,80.07741935483871,1011.7
Catey,Samaná,2024,12,430.9,29.5,21.445161290322584,8.3000000000000007,86.225806451612897,1013.9177419354836
Catey,Samaná,2024,3,156.9,29.535483870967745,20.861290322580643,12.577419354838703,79.516129032258064,1014.9870967741934
Catey,Samaná,2024,5,190,32.064516129032256,22.951612903225808,9.8806451612903192,79.193548387096769,1012.2096774193546
Catey,Samaná,2024,7,169.7,31.63548387096774,24.164516129032258,11.483870967741934,84.935483870967744,1015.8725806451612
Catey,Samaná,2024,9,232.6,31.93333333333333,23.74,8.98,82.986666666666679,1011.1266666666666
Higüero,Santo Domingo,2024,10,163.49999999999997,33.854838709677416,23.209677419354843,5.0999999999999996,77.3,1009.7387096774194
Higüero,Santo Domingo,2024,12,195.49999999999997,31.756521739130431,20.974193548387095,6.2,84.2,1011.9387096774192
Higüero,Santo Domingo,2024,3,42.5,,20.43548387096774,9.3000000000000007,71.099999999999994,1012.0080645161288
Higüero,Santo Domingo,2024,5,184.2,32.638709677419364,22.141935483870967,6.9,77,1016.1592592592596
Higüero,Santo Domingo,2024,7,276.89999999999998,33.838709677419352,24.009677419354841,6.3,79,1013.2370967741934
Higüero,Santo Domingo,2024,9,195.4,34.373333333333328,23.396666666666668,5.7,77.900000000000006,1012.95
Jimaní,Independencia,2024,10,142.99999999999997,35.929032258064524,25.158064516129027,8.4,75.458064516129014,1007.8838709677418
Jimaní,Independencia,2024,12,30.7,33.119354838709675,22.829032258064519,8.3000000000000007,77.593548387096746,1010.0064516129032
Jimaní,Independencia,2024,3,10.3,35.648387096774201,23.941935483870971,10.61290322580645,71.522580645161298,1009.1096774193549
Jimaní,Independencia,2024,5,176.2,34.170967741935485,24.729032258064517,8.4,76.303225806451593,1007.7935483870968
Jimaní,Independencia,2024,7,106.6,35.861290322580643,25.812903225806455,10.8,69.729032258064521,1009.903225806452
Jimaní,Independencia,2024,9,57.1,37.820000000000014,26.236666666666668,9.6999999999999993,66.760000000000005,1006.4666666666666
La Romana,La Romana,2024,10,101.7,34.700000000000003,21.5,7.6,83,1006.5
La Romana,La Romana,2024,12,111.5,30.583870967741937,20.883870967741935,10,83.3,1008.5
La Romana,La Romana,2024,3,87.1,31.583870967741941,20.770967741935483,10,80.099999999999994,1008.5
La Romana,La Romana,2024,5,209.6,33.799999999999997,21.5,7.2,85.7,1006
La Romana,La Romana,2024,7,173.6,34,22,11.9,80.2,1008.4
La Romana,La Romana,2024,9,231.4,35,22,7.7,82.9,1006.1
Las Américas,Santo Domingo,2024,10,69.699999999999974,33.019354838709681,24.041935483870969,12.37096774193548,85.719354838709663,1010.9403225806452
Las Américas,Santo Domingo,2024,12,4.7000000000000011,30.564516129032253,21.735483870967741,9.7451612903225815,88.82580645161292,1013.1112903225808
Las Américas,Santo Domingo,2024,3,27.6,31.990322580645163,21.051612903225799,11.783870967741938,82.187096774193563,1013.3532258064516
Las Américas,Santo Domingo,2024,5,121.9,32.012903225806454,23.06129032258065,9.07,86.741935483870961,1012.0193548387095
Las Américas,Santo Domingo,2024,7,118.6,32.929032258064517,24.187096774193552,16.99677419354839,85.693548387096754,1014.2645161290322
Las Américas,Santo Domingo,2024,9,125,33.146666666666668,23.91,8.8900000000000023,83.796774193548401,1010.3322580645162
Monte Cristi,Monte Cristi,2024,10,76.600000000000023,32.248588709677421,24.838709677419352,10.7,70.900000000000006,1012.9
Monte Cristi,Monte Cristi,2024,12,,,,10.5,78.599999999999994,1016
Monte Cristi,Monte Cristi,2024,3,15.2,30.657808499743979,22.125806451612902,13.4,69.5,1015.3
Monte Cristi,Monte Cristi,2024,5,120.9,32.101408090117765,23.896774193548385,11.7,75.099999999999994,1013.7
Monte Cristi,Monte Cristi,2024,7,33.4,33.452073732718901,25.216129032258063,13.5,70.8,1015.7
Monte Cristi,Monte Cristi,2024,9,11.1,32.888030522553841,25.333333333333332,11.9,68.8,1012.2
Punta Cana,La Altagracia,2024,10,88,32.299999999999997,24.2,9.8000000000000007,78.599999999999994,1011.6
Punta Cana,La Altagracia,2024,12,147.69999999999999,30,21.9,11.5,81.099999999999994,1013.6
Punta Cana,La Altagracia,2024,3,20,30.5,22.4,14.1,74.95,1013.6466666666666
Punta Cana,La Altagracia,2024,5,139.9,31.5,24.1,11.5,81,1012.39
Punta Cana,La Altagracia,2024,7,149.4,32.299999999999997,25,15.4,80.016666666666666,1014.7916666666666
Punta Cana,La Altagracia,2024,9,133.1,32.6,24.9,11.7,80.3,1011.1966666666668
Sabana de la Mar,Hato Mayor,2024,10,195.8,33.032258064516128,23.225806451612904,5,83.4,1012.3
Sabana de la Mar,Hato Mayor,2024,12,308.10000000000002,30.096774193548388,21.64516129032258,6.1,85.9,1014.6
Sabana de la Mar,Hato Mayor,2024,3,169.89999999999998,30.14516129032258,21.193548387096776,8.9,83.2,1029.2
Sabana de la Mar,Hato Mayor,2024,5,526.70000000000005,30.983870967741936,23.06451612903226,7,89.9,1012.2
Sabana de la Mar,Hato Mayor,2024,7,271.89999999999998,32.29032258064516,23.822580645161292,7.2,83.7,1015.3
Sabana de la Mar,Hato Mayor,2024,9,150.9,32.966666666666669,23.633333333333333,7.4,52.8,1012
Santiago,Santiago,2024,10,62.899999999999991,34.845161290322579,22.616129032258069,5.9,80.3,993.08064516129036
Santiago,Santiago,2024,12,99.699999999999989,30.477419354838716,20.716129032258063,6.1,84.2,995.96774193548379
Santiago,Santiago,2024,3,22,32.592857142857142,20.390322580645165,9.1999999999999993,79.900000000000006,995.32258064516122
Santiago,Santiago,2024,5,149.9,32.961290322580638,22.545161290322579,7.9,84,994.09354838709669
Santiago,Santiago,2024,7,170.69999999999996,33.37419354838709,23.238709677419351,8.6999999999999993,83.3,996.85806451612893
Santiago,Santiago,2024,9,38.299999999999997,34.480000000000004,23.143333333333331,7.4,80.3,992.88333333333333
Santo Domingo,Santo Domingo,2024,10,143.5,33.554838709677419,25.706451612903223,7.9451612903225808,83.080645161290334,1011.5451612903224
Santo Domingo,Santo Domingo,2024,12,210.80000000000004,31.58064516129032,23.22258064516129,3.8,90.112903225806463,1013.5
Santo Domingo,Santo Domingo,2024,3,96.1,,23.406451612903226,2.3677419354838714,81.451612903225808,1014
Santo Domingo,Santo Domingo,2024,5,273,32.106451612903228,24.706451612903223,1.7903225806451613,87.096774193548384,1012.3
Santo Domingo,Santo Domingo,2024,7,317.89999999999998,33.319354838709678,25.854838709677416,6.5,83.938709677419354,1014.6
Santo Domingo,Santo Domingo,2024,9,162.9,33.440000000000005,25.723333333333336,5.5199999999999987,83.07,1011.1
